epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_aux,train/loss_ce,train/loss_ce_aux,train/loss_giou,train/loss_giou_aux,train/lr,train/lr_max,train/lr_min,val/AP/glass insulator,val/AP/glass insulator big shackle,val/AP/glass insulator small shackle,val/AP/glass insulator tower shackle,val/AP/lightning rod shackle,val/AP/lightning rod suspension,val/AP/polymer insulator,val/AP/polymer insulator lower shackle,val/AP/polymer insulator tower shackle,val/AP/polymer insulator upper shackle,val/AP/spacer,val/AP/spiral damper,val/AP/stockbridge damper,val/AP/tower id plate,val/AP/vari-grip,val/AP/yoke,val/AP/yoke suspension,val/F1,val/ema_AP/glass insulator,val/ema_AP/glass insulator big shackle,val/ema_AP/glass insulator small shackle,val/ema_AP/glass insulator tower shackle,val/ema_AP/lightning rod shackle,val/ema_AP/lightning rod suspension,val/ema_AP/polymer insulator,val/ema_AP/polymer insulator lower shackle,val/ema_AP/polymer insulator tower shackle,val/ema_AP/polymer insulator upper shackle,val/ema_AP/spacer,val/ema_AP/spiral damper,val/ema_AP/stockbridge damper,val/ema_AP/tower id plate,val/ema_AP/vari-grip,val/ema_AP/yoke,val/ema_AP/yoke suspension,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAP_75,val/ema_mAR,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
4,999,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1049,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1099,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1149,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1199,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1234,,,,,,,,,,,,,,,,0.9209449291229248,0.14611825346946716,0.18621182441711426,0.2746660113334656,0.5251064896583557,0.9193024635314941,0.9654526710510254,0.5887857675552368,0.25915324687957764,0.8535091280937195,0.3044353723526001,0.9555824398994446,0.8627455234527588,0.9963433742523193,0.9597798585891724,0.8930652141571045,0.8427199721336365,0.7657142877578735,0.9185908436775208,0.16595053672790527,0.17614157497882843,0.274458646774292,0.5237633585929871,0.9253289103507996,0.9662274122238159,0.5929602980613708,0.3830106258392334,0.8575267195701599,0.3431822955608368,0.956477165222168,0.8650450706481934,0.9964671730995178,0.9611582159996033,0.8901260495185852,0.8441191911697388,0.8366414308547974,0.6847373247146606,0.7031168937683105,0.8422373533248901,0.8366414308547974,0.6847373247146606,0.7031168937683105,0.8422373533248901,0.7465242147445679,0.8273285031318665
4,1234,33.14600372314453,32.722293853759766,33.10665512084961,32.137020111083984,0.31569433212280273,2.7928521633148193,0.017262615263462067,0.07317852973937988,0.33831387758255005,1.2309702634811401,0.08347892016172409,0.3022029399871826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1249,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1299,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1349,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1399,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1449,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1481,,,,,,,,,,,,,,,,0.9184214472770691,0.18374788761138916,0.18683287501335144,0.28552353382110596,0.5101562738418579,0.9258930087089539,0.9670050144195557,0.5963326096534729,0.4063650965690613,0.8613789081573486,0.343046635389328,0.9580790996551514,0.8661607503890991,0.996523380279541,0.9612294435501099,0.8966032266616821,0.8429827690124512,0.8166100382804871,0.9182520508766174,0.20154525339603424,0.19752416014671326,0.2965884208679199,0.49654918909072876,0.9264571070671082,0.9677826762199402,0.599704921245575,0.42971959710121155,0.8652311563491821,0.3429109752178192,0.9596810936927795,0.8672763705253601,0.996579647064209,0.9613006114959717,0.903080403804779,0.8418462872505188,0.8465895056724548,0.6924723386764526,0.7083799839019775,0.8526046276092529,0.8465895056724548,0.6924723386764526,0.7083799839019775,0.8526046276092529,0.8342833518981934,0.8165786266326904
5,1481,33.35842514038086,32.95432662963867,33.3333740234375,32.63170623779297,0.20829090476036072,2.7418320178985596,0.01673765480518341,0.07215936481952667,0.3327574133872986,1.2019950151443481,0.08233404159545898,0.29896363615989685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1499,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1549,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1599,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1649,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1699,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1728,,,,,,,,,,,,,,,,0.9226909875869751,0.22537514567375183,0.22828657925128937,0.3242754340171814,0.5227683782577515,0.9263063669204712,0.9678826332092285,0.6014112234115601,0.44367220997810364,0.8664467334747314,0.357252836227417,0.9607135653495789,0.8671765923500061,0.9948357343673706,0.9607524871826172,0.9053698182106018,0.8448971509933472,0.8441386818885803,0.9271299839019775,0.24920505285263062,0.2590489983558655,0.35196244716644287,0.5489875674247742,0.9261555671691895,0.9679825305938721,0.6031175851821899,0.4576248228549957,0.8676623702049255,0.37159469723701477,0.9617460370063782,0.8670768141746521,0.9930918216705322,0.9602043628692627,0.9076592326164246,0.8479480147361755,0.8767663836479187,0.7098940014839172,0.7244519591331482,0.8554707765579224,0.8767663836479187,0.7098940014839172,0.7244519591331482,0.8554707765579224,0.8788599371910095,0.8308325409889221
6,1728,33.42788314819336,32.98481750488281,33.34046173095703,32.747344970703125,0.16987241804599762,2.611361265182495,0.016050467267632484,0.06773149222135544,0.3217272162437439,1.1406561136245728,0.07978273928165436,0.2852507531642914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1749,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1799,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1849,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1899,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1949,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1975,,,,,,,,,,,,,,,,0.9291999340057373,0.25794804096221924,0.26208290457725525,0.35415661334991455,0.5457591414451599,0.9284483194351196,0.9682797789573669,0.6047813892364502,0.46384161710739136,0.8693746328353882,0.38266685605049133,0.9603304266929626,0.8673374056816101,0.9945544600486755,0.9602572321891785,0.9011860489845276,0.8500645160675049,0.8468708992004395,0.9312699437141418,0.2666909992694855,0.265116810798645,0.3563508093357086,0.5425307154655457,0.9307411313056946,0.9685770273208618,0.6064451932907104,0.470058411359787,0.8710869550704956,0.3937390148639679,0.9589148163795471,0.8675979971885681,0.9960170984268188,0.9603101015090942,0.8947128653526306,0.852181077003479,0.879574179649353,0.713667094707489,0.7252742052078247,0.8524274826049805,0.879574179649353,0.713667094707489,0.7252742052078247,0.8524274826049805,0.8923459053039551,0.8300103545188904
7,1975,33.549217224121094,33.23241424560547,33.4930419921875,32.936866760253906,0.10027782618999481,2.5416438579559326,0.015794550999999046,0.06504224240779877,0.31264039874076843,1.1139098405838013,0.07817156612873077,0.27728337049484253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1999,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2049,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2099,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2149,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2199,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2222,,,,,,,,,,,,,,,,0.931151270866394,0.2745559811592102,0.27168428897857666,0.3759901523590088,0.5611221790313721,0.9307202100753784,0.9680963754653931,0.609460711479187,0.5055792331695557,0.8705768585205078,0.3912198543548584,0.9601142406463623,0.8688951134681702,0.9964221715927124,0.9607840776443481,0.8978999257087708,0.8523983955383301,0.8506807684898376,0.9310325384140015,0.28242093324661255,0.2782517373561859,0.39562952518463135,0.5797136425971985,0.9306992888450623,0.9676157236099243,0.6124762296676636,0.5411000847816467,0.87006676197052,0.3887006640434265,0.9613136649131775,0.8701922297477722,0.9968271851539612,0.9612581133842468,0.9010869860649109,0.8526157140731812,0.8841671347618103,0.7247647643089294,0.7423322200775146,0.8520733714103699,0.8841671347618103,0.7247647643089294,0.7423322200775146,0.8520733714103699,0.8877018690109253,0.8365041017532349
8,2222,33.695343017578125,33.39701461791992,33.63423538208008,33.07945251464844,0.07580334693193436,2.4950342178344727,0.015596363693475723,0.06412722170352936,0.3061923086643219,1.088786005973816,0.07708992809057236,0.27362948656082153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2249,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2299,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2349,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2399,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2449,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2469,,,,,,,,,,,,,,,,0.9304924607276917,0.2988252639770508,0.2992328405380249,0.4249035716056824,0.5722302794456482,0.9320406913757324,0.9681715369224548,0.6123309135437012,0.5360734462738037,0.8674102425575256,0.3975939154624939,0.9601758718490601,0.8691984415054321,0.9966471791267395,0.9588049054145813,0.903518557548523,0.8518407344818115,0.8563429713249207,0.9299523830413818,0.315229594707489,0.3202139735221863,0.454177588224411,0.5647469162940979,0.9333821535110474,0.9687273502349854,0.6121856570243835,0.5310468673706055,0.8647537231445312,0.4064871668815613,0.9590380191802979,0.8682047128677368,0.9964671730995178,0.9563516974449158,0.905950129032135,0.8510658144950867,0.8921679258346558,0.731645941734314,0.753934383392334,0.8582206964492798,0.8921679258346558,0.731645941734314,0.753934383392334,0.8582206964492798,0.8745315670967102,0.8513004183769226
9,2469,33.670799255371094,33.351341247558594,33.6391716003418,33.09147262573242,0.0530092790722847,2.452646255493164,0.015094934962689877,0.06316997110843658,0.2994838058948517,1.0701112747192383,0.07552052289247513,0.27034205198287964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2499,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2549,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2599,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2649,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2699,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2716,,,,,,,,,,,,,,,,0.9285385012626648,0.3254084885120392,0.3205645680427551,0.4467531740665436,0.5607193112373352,0.9314863681793213,0.9676698446273804,0.6121203303337097,0.5218087434768677,0.8693243265151978,0.38852906227111816,0.9583966135978699,0.8681230545043945,0.9965459108352661,0.9551993608474731,0.9040338397026062,0.8525515794754028,0.8541231155395508,0.9271246194839478,0.33558738231658936,0.3209151327610016,0.43932875990867615,0.5566917061805725,0.9295905828475952,0.9666123986244202,0.6120550036430359,0.5125706195831299,0.8738949298858643,0.37057098746299744,0.9577552080154419,0.868041455745697,0.9966246485710144,0.9540469646453857,0.9021175503730774,0.8540372848510742,0.8877313733100891,0.7280920743942261,0.7410232424736023,0.8590978980064392,0.8877313733100891,0.7280920743942261,0.7410232424736023,0.8590978980064392,0.8660286068916321,0.8491982817649841
10,2716,33.6530876159668,33.41624450683594,33.62360763549805,33.1287956237793,0.04167391359806061,2.448805093765259,0.014989432878792286,0.06370332092046738,0.2955170273780823,1.068801760673523,0.07522529363632202,0.27028581500053406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2749,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2799,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2849,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2899,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2949,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2963,,,,,,,,,,,,,,,,0.9288971424102783,0.34854254126548767,0.3418506979942322,0.4476920962333679,0.5415273904800415,0.9295589327812195,0.9665111899375916,0.6151440739631653,0.5168309807777405,0.8747236728668213,0.3966623544692993,0.9586689472198486,0.8690341711044312,0.9965008497238159,0.9568918943405151,0.9000943899154663,0.8525965213775635,0.8689277172088623,0.9306697249412537,0.361497700214386,0.36278629302978516,0.4560554623603821,0.5263631343841553,0.9295272827148438,0.9664099812507629,0.6182331442832947,0.5210913419723511,0.8755523562431335,0.4227536916732788,0.9595826864242554,0.8700268864631653,0.9963771104812622,0.9597368240356445,0.8980712294578552,0.8511558175086975,0.8945733904838562,0.7356406450271606,0.7681397795677185,0.8600886464118958,0.8945733904838562,0.7356406450271606,0.7681397795677185,0.8600886464118958,0.9044204950332642,0.8490670323371887
11,2963,33.798583984375,33.52024459838867,33.82021713256836,33.359310150146484,0.061663515865802765,2.388800859451294,0.014918798580765724,0.06177340820431709,0.29012709856033325,1.0370632410049438,0.07446199655532837,0.26461318135261536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
